Cód. Cota,Categoria,Crédito,Entrada,Nº Parcelas,Vlr Parcela,Saldo devedor,Fundo comum,Ref. garantia,Administradora,Status
12656-4,Imóvel,"R$291.941,00","R$147.561,18",95,"R$2.957,00","R$280.915,00","R$228.569,38","R$285.711,73",HS Consórcios,Disponível
13477-4,Imóvel,"R$295.829,00","R$142.183,42",184,"R$2.254,00","R$414.736,00",,,Porto Seguro,Disponível
13474-4,Imóvel,"R$297.271,00","R$151.754,58",216,"R$1.689,00","R$364.824,00",,,Serello,Disponível
13376-4,Imóvel,"R$299.375,00","R$151.112,50",185,"R$2.069,00","R$382.765,00","R$313.899,12","R$392.373,90",HS Consórcios,Disponível
13243-4,Imóvel,"R$311.650,00","R$157.167,00",142,"R$2.393,00","R$339.806,00","R$278.683,91","R$348.354,89",HS Consórcios,Disponível
13250-4,Imóvel,"R$315.543,00","R$161.089,14",159,"R$1.994,00","R$317.046,00",,,Porto Seguro,Reservada
12834-4,Imóvel,"R$316.282,00","R$155.474,36",165,"R$1.720,00","R$283.800,00",,,Santander,Reservada
12667-4,Imóvel,"R$316.772,00","R$164.464,56",176,"R$2.105,00","R$370.480,00","R$302.653,82","R$378.317,28",HS Consórcios,Disponível
13384-4,Imóvel,"R$318.000,00","R$152.740,00",197,"R$1.997,00","R$393.409,00",,,Racon Consórcios,Reservada
13476-4,Imóvel,"R$319.268,00","R$159.314,64",182,"R$2.026,00","R$368.732,00",,,Porto Seguro,Disponível
13252-4,Imóvel,"R$327.934,00","R$167.441,32",170,"R$2.260,00","R$384.200,00","R$314.682,64","R$393.353,30",HS Consórcios,Disponível
13195-4,Imóvel,"R$331.812,00","R$165.963,76",179,"R$1.950,00","R$349.050,00",,,Porto Seguro,Reservada
13039-4,Imóvel,"R$340.418,00","R$172.991,64",147,"R$2.630,00","R$386.610,00","R$316.690,05","R$395.862,56",HS Consórcios,Disponível
13096-4,Imóvel,"R$344.335,00","R$178.213,30",157,"R$2.533,00","R$397.681,00","R$325.495,47","R$406.869,34",HS Consórcios,Disponível
12928-4,Imóvel,"R$349.683,00","R$180.906,34",206,"R$2.182,00","R$449.492,00","R$369.589,00","R$461.986,25",HS Consórcios,Disponível
12681-4,Imóvel,"R$350.360,00","R$180.992,80",211,"R$2.160,00","R$455.760,00","R$371.453,50","R$464.316,88",HS Consórcios,Disponível
13086-4,Imóvel,"R$360.250,00","R$185.295,00",206,"R$2.226,00","R$458.556,00","R$377.512,00","R$471.890,00",HS Consórcios,Disponível
13141-4,Imóvel,"R$360.889,00","R$185.582,22",206,"R$2.226,00","R$458.556,00","R$377.512,00","R$471.890,00",HS Consórcios,Disponível
13465-4,Imóvel,"R$361.342,00","R$186.073,16",204,"R$2.369,00","R$483.276,00",,,Serello,Disponível
13254-4,Imóvel,"R$362.006,00","R$186.059,88",206,"R$2.397,00","R$493.782,00","R$406.375,30","R$507.969,13",HS Consórcios,Disponível
12953-4,Imóvel,"R$372.608,00","R$189.547,84",153,"R$3.102,00","R$474.606,00","R$390.168,87","R$487.711,09",HS Consórcios,Disponível
12924-4,Imóvel,"R$373.342,00","R$189.533,16",202,"R$2.368,00","R$478.336,00","R$393.301,07","R$491.626,34",HS Consórcios,Disponível
12936-4,Imóvel,"R$382.229,00","R$193.855,42",202,"R$2.435,00","R$491.870,00","R$404.304,14","R$505.380,18",HS Consórcios,Disponível
12919-4,Imóvel,"R$384.935,00","R$195.301,30",196,"R$2.488,00","R$487.648,00","R$400.811,11","R$501.013,89",HS Consórcios,Disponível
12837-4,Imóvel,"R$384.967,00","R$195.300,66",196,"R$2.456,00","R$481.376,00","R$395.778,38","R$494.722,98",HS Consórcios,Disponível
13112-4,Imóvel,"R$387.423,00","R$199.151,54",196,"R$2.470,00","R$484.120,00","R$398.378,49","R$497.973,11",HS Consórcios,Disponível
13316-4,Imóvel,"R$389.135,00","R$200.017,30",196,"R$2.455,00","R$481.180,00","R$395.930,28","R$494.912,85",HS Consórcios,Disponível
13097-4,Imóvel,"R$392.681,00","R$193.646,38",183,"R$2.978,00","R$544.974,00","R$445.712,14","R$557.140,18",HS Consórcios,Disponível
13324-4,Imóvel,"R$404.027,00","R$210.119,46",233,"R$2.027,00","R$472.291,00",,,Porto Seguro,Reservada
13019-4,Imóvel,"R$404.960,00","R$213.800,80",196,"R$2.412,00","R$472.752,00","R$388.254,06","R$485.317,58",HS Consórcios,Disponível
13226-4,Imóvel,"R$411.652,00","R$205.866,96",135,"R$3.009,00","R$406.215,00",,,Porto Seguro,Reservada
13312-4,Imóvel,"R$414.206,00","R$185.615,88",133,"R$3.505,00","R$466.165,00",,,Embracon,Reservada
12202-4,Imóvel,"R$418.972,00","R$219.720,56",172,"R$2.711,00","R$466.292,00","R$381.114,92","R$476.393,65",HS Consórcios,Disponível
13421-4,Imóvel,"R$420.904,00","R$216.381,92",176,"R$2.788,00","R$490.688,00","R$403.525,90","R$504.407,38",HS Consórcios,Disponível
13460-4,Imóvel,"R$439.600,00","R$212.808,00",146,"R$3.497,00","R$510.562,00","R$418.543,95","R$523.179,94",HS Consórcios,Disponível
13394-4,Imóvel,"R$440.642,00","R$220.387,16",142,"R$3.311,00","R$470.162,00","R$385.685,96","R$482.107,45",HS Consórcios,Disponível
13206-4,Imóvel,"R$451.873,00","R$220.662,54",193,"R$3.140,00","R$606.020,00",,,Gazin,Disponível
11618-4,Imóvel,"R$462.680,00","R$199.046,40",105,"R$4.798,00","R$503.790,00",,,Magalu,Reservada
11619-4,Imóvel,"R$487.172,00","R$208.756,56",101,"R$5.208,00","R$526.008,00",,,Magalu,Disponível
13464-4,Imóvel,"R$491.945,00","R$251.361,10",204,"R$3.021,00","R$616.284,00",,,Serello,Reservada
13292-4,Imóvel,"R$493.044,00","R$231.839,12",96,"R$4.840,00","R$464.640,00",,,Magalu,Disponível
11895-4,Imóvel,"R$527.559,00","R$256.048,82",190,"R$3.727,00","R$708.130,00","R$574.856,79","R$718.570,99",HS Consórcios,Disponível
13448-4,Imóvel,"R$532.466,00","R$254.750,68",205,"R$3.266,00","R$669.530,00",,,Gazin,Disponível
13453-4,Imóvel,"R$538.460,00","R$253.230,80",185,"R$3.401,00","R$629.185,00",,,Magalu,Reservada
13416-4,Imóvel,"R$543.900,00","R$279.422,00",202,"R$3.367,00","R$680.134,00",,,Serello,Disponível
13370-4,Imóvel,"R$548.719,00","R$252.525,62",233,"R$2.877,00","R$670.341,00",,,Embracon,Reservada
13290-4,Imóvel,"R$617.786,00","R$312.144,28",96,"R$6.011,00","R$577.056,00","R$470.030,42","R$587.538,03",HS Consórcios,Disponível
13456-4,Imóvel,"R$629.520,00","R$321.109,60",184,"R$3.879,00","R$713.736,00",,,Porto Seguro,Reservada
13084-4,Imóvel,"R$654.612,00","R$329.907,76",172,"R$4.709,00","R$809.948,00","R$660.776,32","R$825.970,40",HS Consórcios,Disponível
12736-4,Imóvel,"R$665.762,00","R$346.184,76",172,"R$4.425,00","R$761.100,00","R$623.120,04","R$778.900,05",HS Consórcios,Disponível
13111-4,Imóvel,"R$702.750,00","R$368.545,00",228,"R$4.022,00","R$917.016,00","R$747.263,00","R$934.078,75",HS Consórcios,Disponível
13473-4,Imóvel,"R$737.940,00","R$376.541,20",182,"R$4.639,00","R$844.298,00",,,Porto Seguro,Disponível
12355-4,Imóvel,"R$769.345,00","R$402.113,10",196,"R$4.985,00","R$977.060,00","R$797.950,19","R$997.437,74",HS Consórcios,Disponível
13160-4,Imóvel,"R$772.484,00","R$399.550,32",83,"R$7.161,00","R$594.363,00",,,Santander,Reservada
13120-4,Imóvel,"R$774.846,00","R$398.203,08",196,"R$4.742,00","R$929.432,00","R$778.271,46","R$972.839,33",HS Consórcios,Disponível
12975-4,Imóvel,"R$806.289,00","R$416.974,22",190,"R$5.193,00","R$986.670,00","R$811.013,07","R$1.013.766,34",HS Consórcios,Disponível
12049-4,Imóvel,"R$812.648,00","R$422.647,04",137,"R$6.425,00","R$880.225,00",,,Porto Seguro,Reservada
11980-4,Imóvel,"R$935.266,00","R$465.394,68",190,"R$6.143,00","R$1.167.170,00","R$956.506,12","R$1.195.632,65",HS Consórcios,Disponível
12717-4,Imóvel,"R$1.054.065,00","R$544.818,70",196,"R$6.973,00","R$1.366.708,00","R$1.114.019,27","R$1.392.524,09",HS Consórcios,Disponível
